Suburb,Rooms,Type,Method,SellerG,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Day,Month,Year,Price_ln
Alphington,4,h,SP,McGrath,6.4,3078.0,4.0,2.0,2.0,556.0,272.0,1930.0,Yarra,-37.7844,145.0225,Northern Metropolitan,2211.0,27,11,2016,14.457364444136669
Alphington,3,h,SP,McGrath,6.4,3078.0,3.0,0.0,0.0,597.0,144.22205145826868,1970.0,Darebin,-37.7781,145.0284,Northern Metropolitan,2211.0,28,8,2016,14.210925330218936
Alphington,4,h,S,Jellis,6.4,3078.0,4.0,2.0,3.0,589.0,210.0,1920.0,Darebin,-37.7719,145.0309,Northern Metropolitan,2211.0,30,7,2016,14.48333993053993
Altona,3,h,VB,Greg,13.8,3018.0,3.0,2.0,1.0,352.0,242.0,2015.0,Hobsons Bay,-37.87,144.825,Western Metropolitan,5301.0,3,9,2016,13.16158409055761
Altona,5,h,S,Greg,13.8,3018.0,5.0,3.0,3.0,729.0,268.0,2005.0,Hobsons Bay,-37.8721,144.8105,Western Metropolitan,5301.0,3,12,2016,14.237504968023648
Altona,2,t,S,hockingstuart,13.8,3018.0,2.0,1.0,2.0,292.0,125.0,2013.0,Hobsons Bay,-37.8687,144.8197,Western Metropolitan,5301.0,4,2,2016,13.487006490992238
Altona,3,h,S,Barlow,13.8,3018.0,3.0,1.0,2.0,506.0,120.0,1930.0,Hobsons Bay,-37.8693,144.8375,Western Metropolitan,5301.0,4,3,2017,13.928839243271277
Altona,4,h,PI,Sweeney,13.8,3018.0,4.0,1.0,4.0,655.0,144.22205145826868,1970.0,Hobsons Bay,-37.868,144.8154,Western Metropolitan,5301.0,4,6,2016,13.567049198665774
Altona,4,h,SP,Greg,13.8,3018.0,4.0,3.0,6.0,1057.0,220.0,1962.0,Hobsons Bay,-37.8681,144.819,Western Metropolitan,5301.0,4,6,2016,14.392123922268269
Altona,3,u,S,Barlow,13.8,3018.0,2.0,1.0,2.0,311.0,94.0,1955.0,Hobsons Bay,-37.8702,144.8143,Western Metropolitan,5301.0,6,8,2016,13.353475098367715
Altona,2,u,SP,hockingstuart,13.8,3018.0,2.0,1.0,1.0,65.0,144.22205145826868,1970.0,Hobsons Bay,-37.8693,144.8171,Western Metropolitan,5301.0,6,8,2016,12.91410843858387
Altona,3,h,VB,Greg,13.8,3018.0,3.0,1.0,1.0,602.0,123.0,1955.0,Hobsons Bay,-37.8616,144.8116,Western Metropolitan,5301.0,7,5,2016,13.399995114002609
Altona,3,h,S,Greg,13.8,3018.0,3.0,1.0,1.0,530.0,144.22205145826868,1970.0,Hobsons Bay,-37.8594,144.817,Western Metropolitan,5301.0,7,11,2016,13.43498193514614
Altona,2,u,S,Barlow,13.8,3018.0,2.0,1.0,1.0,225.0,93.0,1988.0,Hobsons Bay,-37.8696,144.827,Western Metropolitan,5301.0,8,10,2016,13.270783382522602
Altona,3,h,S,hockingstuart,13.8,3018.0,3.0,1.0,4.0,777.0,22.0,1953.0,Hobsons Bay,-37.8697,144.8249,Western Metropolitan,5301.0,8,10,2016,14.104441849816487
Altona,3,t,SP,hockingstuart,13.8,3018.0,3.0,2.0,2.0,280.0,144.22205145826868,1997.0,Hobsons Bay,-37.8734,144.8143,Western Metropolitan,5301.0,8,10,2016,13.592367006650065
Altona,2,u,S,Village,13.8,3018.0,2.0,1.0,1.0,127.0,76.0,1990.0,Hobsons Bay,-37.8686,144.8182,Western Metropolitan,5301.0,10,9,2016,13.142166004700508
Altona,4,h,S,Barlow,13.8,3018.0,4.0,2.0,2.0,695.0,144.22205145826868,1970.0,Hobsons Bay,-37.8733,144.8147,Western Metropolitan,5301.0,10,9,2016,13.883169206438088
Altona,2,u,S,hockingstuart,13.8,3018.0,2.0,1.0,2.0,115.0,57.0,1980.0,Hobsons Bay,-37.871,144.8185,Western Metropolitan,5301.0,10,9,2016,12.959844447906553
Altona,3,u,S,Jas,13.8,3018.0,3.0,2.0,2.0,230.0,144.22205145826868,1970.0,Hobsons Bay,-37.8646,144.827,Western Metropolitan,5301.0,10,12,2016,13.312983737012978
Altona,3,t,S,hockingstuart,13.8,3018.0,3.0,2.0,2.0,197.0,152.0,1970.0,Hobsons Bay,-37.8579,144.8181,Western Metropolitan,5301.0,11,2,2017,13.465953081794405
Altona,2,u,SP,Greg,13.8,3018.0,2.0,1.0,1.0,0.0,65.0,1965.0,Hobsons Bay,-37.8678,144.8384,Western Metropolitan,5301.0,11,2,2017,12.876462838967504
Altona,2,u,SP,hockingstuart,13.8,3018.0,2.0,1.0,1.0,0.0,144.22205145826868,1970.0,Hobsons Bay,-37.8659,144.83100000000005,Western Metropolitan,5301.0,11,2,2017,12.994530005894443
Altona,4,h,S,hockingstuart,13.8,3018.0,4.0,1.0,2.0,745.0,130.0,1950.0,Hobsons Bay,-37.8658,144.8155,Western Metropolitan,5301.0,11,2,2017,13.64709190633931
Altona,3,t,SP,Gunn&Co,13.8,3018.0,3.0,2.0,2.0,211.0,176.0,1970.0,Hobsons Bay,-37.8698,144.816,Western Metropolitan,5301.0,12,11,2016,13.518451323699896
Altona,3,u,SP,Barlow,13.8,3018.0,3.0,2.0,1.0,69.0,141.0,2014.0,Hobsons Bay,-37.868,144.8286,Western Metropolitan,5301.0,13,8,2016,13.500799813124575
Altona,3,h,S,Sweeney,13.8,3018.0,3.0,1.0,4.0,625.0,144.22205145826868,1960.0,Hobsons Bay,-37.8611,144.8114,Western Metropolitan,5301.0,14,5,2016,13.36138027787483
Altona,2,u,SP,hockingstuart,13.8,3018.0,2.0,1.0,1.0,168.0,144.22205145826868,1970.0,Hobsons Bay,-37.8676,144.8202,Western Metropolitan,5301.0,14,5,2016,13.337474757021274
Altona,2,u,S,Burnham,13.8,3018.0,2.0,1.0,1.0,137.0,77.0,1990.0,Hobsons Bay,-37.8655,144.8299,Western Metropolitan,5301.0,15,10,2016,13.010313873595706
Altona,3,u,SP,Barlow,13.8,3018.0,3.0,2.0,1.0,70.0,144.22205145826868,1970.0,Hobsons Bay,-37.868,144.8287,Western Metropolitan,5301.0,16,4,2016,13.500799813124575
Altona,3,h,S,hockingstuart,13.8,3018.0,3.0,1.0,2.0,606.0,87.0,1950.0,Hobsons Bay,-37.8608,144.8124,Western Metropolitan,5301.0,16,4,2016,13.426902566922532
Altona,2,u,PI,Biggin,13.8,3018.0,2.0,2.0,1.0,175.0,76.0,2013.0,Hobsons Bay,-37.8687,144.8268,Western Metropolitan,5301.0,16,7,2016,13.270783382522602
Altona,3,h,S,hockingstuart,13.8,3018.0,3.0,1.0,2.0,363.0,144.22205145826868,1970.0,Hobsons Bay,-37.8674,144.8375,Western Metropolitan,5301.0,17,9,2016,13.475833190394113
Altona,3,h,SP,Greg,13.8,3018.0,3.0,2.0,2.0,534.0,136.0,1965.0,Hobsons Bay,-37.86,144.8245,Western Metropolitan,5301.0,18,3,2017,13.641157170819497
Altona,3,h,S,Barlow,13.8,3018.0,3.0,1.0,2.0,724.0,144.22205145826868,1970.0,Hobsons Bay,-37.8672,144.817,Western Metropolitan,5301.0,19,11,2016,13.795307850646754
Altona,3,t,S,hockingstuart,13.8,3018.0,3.0,2.0,0.0,265.0,144.22205145826868,1970.0,Hobsons Bay,-37.8583,144.8172,Western Metropolitan,5301.0,22,5,2016,13.313149012610413
Altona,3,h,PI,Barlow,13.8,3018.0,3.0,3.0,1.0,577.0,144.22205145826868,1970.0,Hobsons Bay,-37.8699,144.8235,Western Metropolitan,5301.0,22,8,2016,13.687677186454389
Altona,3,u,S,Williams,13.8,3018.0,3.0,2.0,1.0,205.0,113.0,2007.0,Hobsons Bay,-37.8684,144.815,Western Metropolitan,5301.0,23,4,2016,13.265597545490236
Altona,4,h,S,Barlow,13.8,3018.0,4.0,1.0,0.0,797.0,144.22205145826868,1970.0,Hobsons Bay,-37.8663,144.8387,Western Metropolitan,5301.0,25,2,2017,13.845069360205818
Altona,3,u,S,Barlow,13.8,3018.0,3.0,1.0,2.0,181.0,144.22205145826868,1970.0,Hobsons Bay,-37.8659,144.822,Western Metropolitan,5301.0,25,2,2017,13.312983737012978
Altona,3,h,S,Barlow,13.8,3018.0,3.0,2.0,2.0,529.0,144.22205145826868,1970.0,Hobsons Bay,-37.8612,144.8247,Western Metropolitan,5301.0,27,6,2016,13.531820506782031
Altona,2,h,SP,hockingstuart,13.8,3018.0,2.0,2.0,1.0,675.0,100.0,1950.0,Hobsons Bay,-37.8653,144.8129,Western Metropolitan,5301.0,27,11,2016,13.661193197579918
Altona,3,h,S,Barlow,13.8,3018.0,3.0,1.0,1.0,929.0,144.22205145826868,1970.0,Hobsons Bay,-37.8651,144.832,Western Metropolitan,5301.0,28,5,2016,14.22097566607244
Altona,3,u,SP,Barlow,13.8,3018.0,3.0,2.0,1.0,70.0,3.0,2014.0,Hobsons Bay,-37.868,144.8285,Western Metropolitan,5301.0,28,5,2016,13.500799813124575
Altona,3,h,S,Sweeney,13.8,3018.0,3.0,1.0,4.0,697.0,144.22205145826868,1970.0,Hobsons Bay,-37.871,144.8075,Western Metropolitan,5301.0,28,5,2016,13.710150042306449
Altona,3,h,S,Greg,13.8,3018.0,3.0,1.0,2.0,604.0,144.22205145826868,1970.0,Hobsons Bay,-37.8631,144.8195,Western Metropolitan,5301.0,28,8,2016,13.514405465180353
Altona,4,h,S,Sweeney,13.8,3018.0,4.0,2.0,3.0,532.0,144.22205145826868,1970.0,Hobsons Bay,-37.8637,144.8365,Western Metropolitan,5301.0,28,8,2016,13.744014556259204
Altona,2,h,SP,Compton,13.8,3018.0,2.0,1.0,1.0,154.0,91.0,1996.0,Hobsons Bay,-37.8646,144.8272,Western Metropolitan,5301.0,30,7,2016,13.191142892799155
Altona North,5,h,S,FN,11.1,3025.0,5.0,3.0,6.0,592.0,251.0,1965.0,Hobsons Bay,-37.8388,144.8567,Western Metropolitan,5132.0,3,9,2016,13.897090544956697
Altona North,3,h,S,Jas,11.1,3025.0,3.0,1.0,2.0,533.0,117.0,1970.0,Hobsons Bay,-37.8291,144.835,Western Metropolitan,5132.0,3,9,2016,13.568330428821824
Altona North,3,h,SP,Jas,11.1,3025.0,3.0,1.0,3.0,554.0,144.22205145826868,1970.0,Hobsons Bay,-37.8449,144.85,Western Metropolitan,5132.0,4,3,2017,13.527828485512494
Altona North,2,t,S,hockingstuart,11.1,3025.0,2.0,1.0,1.0,77.0,77.0,2009.0,Hobsons Bay,-37.8351,144.8529,Western Metropolitan,5132.0,4,3,2017,12.950388112664518
Altona North,3,h,S,Sweeney,11.1,3025.0,3.0,1.0,3.0,655.0,144.22205145826868,1970.0,Hobsons Bay,-37.8338,144.8562,Western Metropolitan,5132.0,4,3,2017,14.155547860749984
Altona North,3,h,S,FN,11.1,3025.0,3.0,1.0,2.0,534.0,167.0,1967.0,Hobsons Bay,-37.8284,144.8355,Western Metropolitan,5132.0,4,6,2016,13.434250138552928
Altona North,3,h,S,Sweeney,11.1,3025.0,3.0,1.0,3.0,540.0,144.22205145826868,1970.0,Hobsons Bay,-37.8267,144.8368,Western Metropolitan,5132.0,4,6,2016,13.34230179776959
Altona North,3,h,VB,Greg,11.1,3025.0,3.0,2.0,1.0,0.0,130.0,2012.0,Hobsons Bay,-37.8379,144.8583,Western Metropolitan,5132.0,6,8,2016,13.487006490992238
Altona North,3,h,S,Williams,11.1,3025.0,3.0,1.0,1.0,328.0,118.0,1970.0,Hobsons Bay,-37.838,144.8555,Western Metropolitan,5132.0,7,5,2016,13.284482226880764
Altona North,3,h,PI,Village,11.1,3025.0,3.0,1.0,3.0,540.0,116.0,1960.0,Hobsons Bay,-37.8294,144.8378,Western Metropolitan,5132.0,7,11,2016,13.473020249017498
Altona North,4,h,SP,Jas,11.1,3025.0,3.0,1.0,4.0,559.0,169.0,1965.0,Hobsons Bay,-37.8448,144.8529,Western Metropolitan,5132.0,8,10,2016,13.681979165339751
Altona North,3,h,VB,Jas,11.1,3025.0,3.0,1.0,3.0,554.0,144.22205145826868,1970.0,Hobsons Bay,-37.8449,144.85,Western Metropolitan,5132.0,10,12,2016,13.458835614025542
Altona North,2,t,S,Williams,11.1,3025.0,2.0,1.0,1.0,252.0,144.22205145826868,1965.0,Hobsons Bay,-37.8397,144.8602,Western Metropolitan,5132.0,11,3,2017,13.369223455335854
Altona North,4,h,SP,Williams,11.1,3025.0,4.0,1.0,4.0,558.0,144.22205145826868,1970.0,Hobsons Bay,-37.8451,144.8529,Western Metropolitan,5132.0,12,6,2016,13.38472764187182
Altona North,3,h,S,hockingstuart,11.1,3025.0,3.0,2.0,2.0,171.0,109.0,2012.0,Hobsons Bay,-37.8337,144.8554,Western Metropolitan,5132.0,14,5,2016,13.422467969854667
Altona North,3,h,S,Greg,11.1,3025.0,3.0,1.0,2.0,585.0,97.0,1960.0,Hobsons Bay,-37.8258,144.8523,Western Metropolitan,5132.0,15,10,2016,13.470199372675857
Altona North,4,h,SP,Gunn&Co,11.1,3025.0,4.0,1.0,4.0,851.0,144.22205145826868,1970.0,Hobsons Bay,-37.8345,144.8444,Western Metropolitan,5132.0,15,10,2016,13.779883380321124
Altona North,3,h,S,Sweeney,11.1,3025.0,3.0,1.0,3.0,551.0,144.22205145826868,1970.0,Hobsons Bay,-37.8254,144.8514,Western Metropolitan,5132.0,19,11,2016,13.42984807715229
Altona North,3,h,SP,hockingstuart,11.1,3025.0,3.0,1.0,3.0,602.0,603.0,1970.0,Hobsons Bay,-37.8327,144.8451,Western Metropolitan,5132.0,19,11,2016,13.554145793829866
Altona North,3,h,S,Greg,11.1,3025.0,3.0,1.0,2.0,740.0,144.22205145826868,1970.0,Hobsons Bay,-37.8269,144.8455,Western Metropolitan,5132.0,22,5,2016,13.73538451348499
Altona North,4,h,SP,Raine&Horne,11.1,3025.0,4.0,2.0,4.0,315.0,170.0,2008.0,Hobsons Bay,-37.8391,144.8467,Western Metropolitan,5132.0,22,5,2016,13.448785278172041
Altona North,3,h,SP,Hunter,11.1,3025.0,5.0,2.0,2.0,276.0,100.0,2010.0,Hobsons Bay,-37.8262,144.8443,Western Metropolitan,5132.0,22,8,2016,13.337474757021274
Altona North,3,h,S,Jas,11.1,3025.0,3.0,1.0,1.0,531.0,157.0,1960.0,Hobsons Bay,-37.8277,144.8385,Western Metropolitan,5132.0,22,8,2016,13.498742904617396
Altona North,3,h,S,hockingstuart,11.1,3025.0,3.0,2.0,1.0,590.0,160.0,1950.0,Hobsons Bay,-37.8382,144.8649,Western Metropolitan,5132.0,22,8,2016,13.744014556259204
Altona North,3,h,S,Sweeney,11.1,3025.0,3.0,1.0,4.0,715.0,144.22205145826868,2008.0,Hobsons Bay,-37.8423,144.8632,Western Metropolitan,5132.0,22,8,2016,13.803437976730004
Altona North,3,h,S,Village,11.1,3025.0,3.0,1.0,2.0,561.0,144.22205145826868,1970.0,Hobsons Bay,-37.8444,144.8491,Western Metropolitan,5132.0,23,4,2016,13.287877815881902
Altona North,2,h,S,RT,11.1,3025.0,2.0,1.0,2.0,691.0,144.22205145826868,1970.0,Hobsons Bay,-37.834,144.8553,Western Metropolitan,5132.0,24,9,2016,13.321214236149494
Altona North,3,h,S,hockingstuart,11.1,3025.0,3.0,2.0,3.0,555.0,130.0,1960.0,Hobsons Bay,-37.8318,144.8388,Western Metropolitan,5132.0,25,2,2017,13.610943392223
Altona North,4,h,S,Greg,11.1,3025.0,4.0,1.0,2.0,708.0,144.22205145826868,1970.0,Hobsons Bay,-37.833,144.8494,Western Metropolitan,5132.0,25,2,2017,13.785051350479566
Altona North,4,h,S,Hunter,11.1,3025.0,4.0,1.0,3.0,668.0,144.22205145826868,1970.0,Hobsons Bay,-37.8262,144.8439,Western Metropolitan,5132.0,27,6,2016,13.541073712262515
Altona North,4,t,S,RT,11.1,3025.0,4.0,3.0,1.0,252.0,144.22205145826868,1970.0,Hobsons Bay,-37.8393,144.8568,Western Metropolitan,5132.0,27,6,2016,13.650046118236743
Altona North,4,h,SP,RT,11.1,3025.0,4.0,1.0,4.0,633.0,158.0,1960.0,Hobsons Bay,-37.8375,144.8541,Western Metropolitan,5132.0,27,11,2016,13.997832114758229
Altona North,3,h,SP,Hunter,11.1,3025.0,3.0,1.0,1.0,557.0,144.22205145826868,1970.0,Hobsons Bay,-37.8441,144.8505,Western Metropolitan,5132.0,27,11,2016,13.458835614025542
Altona North,3,h,PI,Hunter,11.1,3025.0,3.0,1.0,1.0,536.0,144.22205145826868,1970.0,Hobsons Bay,-37.8285,144.8351,Western Metropolitan,5132.0,28,5,2016,13.345506928718539
Altona North,2,u,S,Jas,11.1,3025.0,2.0,1.0,1.0,153.0,70.0,1970.0,Hobsons Bay,-37.8332,144.8649,Western Metropolitan,5132.0,28,8,2016,12.584509081250419
Armadale,2,u,S,Jellis,6.3,3143.0,2.0,1.0,1.0,0.0,76.0,1964.0,Stonnington,-37.8543,145.0262,Southern Metropolitan,4836.0,3,9,2016,13.303016877097587
Armadale,2,u,VB,Noel,6.3,3143.0,2.0,1.0,0.0,861.0,144.22205145826868,1970.0,Stonnington,-37.8539,145.0284,Southern Metropolitan,4836.0,3,12,2016,13.217673557208654
Armadale,3,u,S,Marshall,6.3,3143.0,3.0,2.0,2.0,0.0,100.0,1998.0,Stonnington,-37.8552,145.016,Southern Metropolitan,4836.0,3,12,2016,13.81049801614073
Armadale,3,t,S,Jellis,6.3,3143.0,3.0,2.0,2.0,101.0,105.0,2000.0,Stonnington,-37.854,145.0135,Southern Metropolitan,4836.0,3,12,2016,14.001990124906893
Armadale,3,h,S,Jellis,6.3,3143.0,3.0,2.0,2.0,296.0,150.0,1889.0,Stonnington,-37.8614,145.0274,Southern Metropolitan,4836.0,3,12,2016,14.47768293422479
Armadale,1,u,S,Biggin,6.3,3143.0,1.0,1.0,0.0,0.0,144.22205145826868,1970.0,Stonnington,-37.853,145.0167,Southern Metropolitan,4836.0,3,12,2016,12.951575056424048
Armadale,3,h,S,Hodges,6.3,3143.0,3.0,1.0,1.0,217.0,116.0,1888.0,Stonnington,-37.8592,145.0182,Southern Metropolitan,4836.0,4,3,2017,14.44144898883077
Armadale,2,u,S,hockingstuart,6.3,3143.0,2.0,1.0,2.0,0.0,144.22205145826868,1970.0,Stonnington,-37.8538,145.0127,Southern Metropolitan,4836.0,4,3,2017,13.426902566922532
Armadale,3,t,SP,Jellis,6.3,3143.0,3.0,2.0,2.0,0.0,165.0,1995.0,Stonnington,-37.8537,145.0267,Southern Metropolitan,4836.0,4,3,2017,14.46679353442552
Armadale,2,u,SP,hockingstuart,6.3,3143.0,2.0,1.0,1.0,0.0,144.22205145826868,1970.0,Stonnington,-37.8619,145.0257,Southern Metropolitan,4836.0,4,3,2017,13.399995114002609
Armadale,3,h,S,Marshall,6.3,3143.0,3.0,2.0,1.0,205.0,116.0,1910.0,Stonnington,-37.8574,145.0281,Southern Metropolitan,4836.0,4,3,2017,14.53335035111459
Armadale,2,u,VB,Jellis,6.3,3143.0,2.0,1.0,2.0,0.0,144.22205145826868,1970.0,Stonnington,-37.8552,145.016,Southern Metropolitan,4836.0,4,6,2016,13.458835614025542
Armadale,2,u,S,Jellis,6.3,3143.0,3.0,2.0,2.0,0.0,144.22205145826868,2006.0,Stonnington,-37.8555,145.0291,Southern Metropolitan,4836.0,4,6,2016,15.103364846270912
Armadale,4,h,VB,Jellis,6.3,3143.0,4.0,2.0,2.0,1581.0,144.22205145826868,1934.0,Stonnington,-37.858,145.0111,Southern Metropolitan,4836.0,4,6,2016,14.914122846632385
Armadale,5,h,PI,Jellis,6.3,3143.0,8.0,2.0,2.0,693.0,144.22205145826868,1970.0,Stonnington,-37.8638,145.0229,Southern Metropolitan,4836.0,7,5,2016,14.237504968023648
Armadale,3,u,PI,Marshall,6.3,3143.0,3.0,2.0,1.0,2113.0,14.0,1970.0,Stonnington,-37.8543,145.0262,Southern Metropolitan,4836.0,7,5,2016,13.507625778194974
Armadale,2,u,S,Jellis,6.3,3143.0,2.0,1.0,1.0,0.0,144.22205145826868,1970.0,Stonnington,-37.8528,145.0268,Southern Metropolitan,4836.0,7,5,2016,13.623138665316818
Armadale,3,t,S,RT,6.3,3143.0,2.0,2.0,2.0,246.0,144.22205145826868,1970.0,Stonnington,-37.8566,145.0116,Southern Metropolitan,4836.0,7,5,2016,14.27672568117693
Armadale,2,u,S,Marshall,6.3,3143.0,3.0,1.0,1.0,0.0,144.22205145826868,1960.0,Stonnington,-37.8596,145.0198,Southern Metropolitan,4836.0,8,10,2016,13.37700559577791
Armadale,1,h,SP,Jellis,6.3,3143.0,2.0,2.0,1.0,144.0,107.0,1900.0,Stonnington,-37.8564,145.0228,Southern Metropolitan,4836.0,8,10,2016,14.176675407175859
Armadale,1,u,PI,hockingstuart,6.3,3143.0,1.0,1.0,1.0,0.0,38.0,1975.0,Stonnington,-37.8619,145.0185,Southern Metropolitan,4836.0,10,9,2016,12.542544882151386
Armadale,1,u,PI,hockingstuart,6.3,3143.0,1.0,1.0,1.0,0.0,144.22205145826868,1970.0,Stonnington,-37.8605,145.0185,Southern Metropolitan,4836.0,10,12,2016,12.89921982609012
Armadale,2,h,S,Marshall,6.3,3143.0,2.0,2.0,2.0,0.0,144.22205145826868,1970.0,Stonnington,-37.8537,145.0267,Southern Metropolitan,4836.0,10,12,2016,14.392123922268269
Armadale,2,u,S,hockingstuart,6.3,3143.0,2.0,1.0,1.0,0.0,73.0,1970.0,Stonnington,-37.8574,145.0174,Southern Metropolitan,4836.0,10,12,2016,13.292106151991423
Armadale,2,h,S,Marshall,6.3,3143.0,2.0,1.0,0.0,249.0,96.0,1910.0,Stonnington,-37.8543,145.016,Southern Metropolitan,4836.0,12,11,2016,14.006130917572923
Armadale,4,h,S,Marshall,6.3,3143.0,4.0,2.0,2.0,624.0,222.0,1900.0,Stonnington,-37.8536,145.0173,Southern Metropolitan,4836.0,12,11,2016,14.845487054242245
Armadale,1,u,S,Jellis,6.3,3143.0,1.0,1.0,0.0,881.0,144.22205145826868,1970.0,Stonnington,-37.8614,145.0222,Southern Metropolitan,4836.0,14,5,2016,12.873902018105829
Armadale,3,h,PI,RT,6.3,3143.0,3.0,2.0,2.0,405.0,121.0,1910.0,Stonnington,-37.8545,145.0145,Southern Metropolitan,4836.0,15,10,2016,14.403297222866392
Armadale,4,h,PI,Jellis,6.3,3143.0,4.0,1.0,2.0,495.0,163.0,1900.0,Stonnington,-37.8613,145.0264,Southern Metropolitan,4836.0,15,10,2016,14.603967918328545
Armadale,1,u,S,Jellis,6.3,3143.0,1.0,1.0,1.0,0.0,144.22205145826868,1970.0,Stonnington,-37.8537,145.0114,Southern Metropolitan,4836.0,16,4,2016,12.688498794774466
Armadale,6,h,S,Marshall,6.3,3143.0,5.0,3.0,4.0,1491.0,516.0,1935.0,Stonnington,-37.8602,145.013,Southern Metropolitan,4836.0,17,9,2016,15.524793805368091
Armadale,2,h,S,RT,6.3,3143.0,3.0,1.0,2.0,169.0,144.22205145826868,1970.0,Stonnington,-37.851,145.0161,Southern Metropolitan,4836.0,17,9,2016,13.933293593620657
Armadale,3,h,S,Marshall,6.3,3143.0,3.0,3.0,1.0,301.0,144.22205145826868,1970.0,Stonnington,-37.8511,145.0167,Southern Metropolitan,4836.0,17,9,2016,14.626440774180603
Armadale,3,h,S,hockingstuart,6.3,3143.0,3.0,2.0,0.0,336.0,144.22205145826868,1970.0,Stonnington,-37.8558,145.015,Southern Metropolitan,4836.0,18,3,2017,14.674172177001793
Armadale,2,h,VB,Jellis,6.3,3143.0,2.0,2.0,0.0,207.0,144.22205145826868,1970.0,Stonnington,-37.8571,145.0224,Southern Metropolitan,4836.0,18,3,2017,14.457364444136669
Armadale,1,u,SP,Jellis,6.3,3143.0,1.0,1.0,1.0,0.0,53.0,1970.0,Stonnington,-37.8531,145.0115,Southern Metropolitan,4836.0,18,3,2017,12.994530005894443
Armadale,2,u,PI,Ray,6.3,3143.0,2.0,1.0,1.0,0.0,144.22205145826868,1966.0,Stonnington,-37.8646,145.0247,Southern Metropolitan,4836.0,18,6,2016,13.102160670086809
Armadale,3,h,S,Marshall,6.3,3143.0,3.0,2.0,1.0,316.0,144.22205145826868,1970.0,Stonnington,-37.8521,145.019,Southern Metropolitan,4836.0,18,6,2016,14.67628857990817
Armadale,3,h,VB,Jellis,6.3,3143.0,2.0,1.0,2.0,212.0,106.0,1900.0,Stonnington,-37.8542,145.0149,Southern Metropolitan,4836.0,18,6,2016,14.077874822431765
Armadale,3,u,S,Gary,6.3,3143.0,3.0,2.0,2.0,0.0,144.22205145826868,1970.0,Stonnington,-37.8597,145.0104,Southern Metropolitan,4836.0,18,6,2016,13.503535792943449
Armadale,2,u,SP,Greg,6.3,3143.0,2.0,1.0,1.0,0.0,74.0,1969.0,Stonnington,-37.8573,145.0186,Southern Metropolitan,4836.0,19,11,2016,13.46453363514018
Armadale,2,u,VB,Marshall,6.3,3143.0,3.0,1.0,1.0,0.0,98.0,1970.0,Stonnington,-37.8596,145.0198,Southern Metropolitan,4836.0,19,11,2016,13.337474757021274
Armadale,3,h,S,Marshall,6.3,3143.0,3.0,1.0,2.0,328.0,108.0,1900.0,Stonnington,-37.8559,145.0158,Southern Metropolitan,4836.0,22,5,2016,14.457364444136669
Armadale,1,u,SP,Fletchers,6.3,3143.0,1.0,1.0,1.0,0.0,144.22205145826868,1970.0,Stonnington,-37.8575,145.0174,Southern Metropolitan,4836.0,22,8,2016,12.66032791780777
Armadale,1,u,PI,hockingstuart,6.3,3143.0,1.0,1.0,1.0,0.0,144.22205145826868,1970.0,Stonnington,-37.8509,145.0203,Southern Metropolitan,4836.0,24,9,2016,13.017002861746503
Armadale,2,u,S,Jellis,6.3,3143.0,2.0,1.0,1.0,2471.0,80.0,1970.0,Stonnington,-37.8573,145.0186,Southern Metropolitan,4836.0,25,2,2017,13.473020249017498
Armadale,2,u,S,Jellis,6.3,3143.0,2.0,1.0,1.0,1194.0,144.22205145826868,1953.0,Stonnington,-37.8604,145.0147,Southern Metropolitan,4836.0,25,2,2017,13.678544702891116
Armadale,2,u,S,hockingstuart,6.3,3143.0,2.0,1.0,1.0,0.0,88.0,1970.0,Stonnington,-37.8593,145.0156,Southern Metropolitan,4836.0,25,2,2017,13.301346032932768
Armadale,3,h,S,Marshall,6.3,3143.0,3.0,1.0,2.0,186.0,80.0,1920.0,Stonnington,-37.8554,145.0173,Southern Metropolitan,4836.0,25,2,2017,14.066269276311457
Armadale,4,h,S,Jellis,6.3,3143.0,4.0,3.0,2.0,421.0,144.22205145826868,1970.0,Stonnington,-37.8593,145.0275,Southern Metropolitan,4836.0,25,2,2017,15.112973705377549
Armadale,2,u,S,hockingstuart,6.3,3143.0,1.0,1.0,1.0,0.0,76.0,1970.0,Stonnington,-37.8618,145.0183,Southern Metropolitan,4836.0,27,6,2016,13.16158409055761
Armadale,4,h,S,Jellis,6.3,3143.0,4.0,1.0,2.0,709.0,251.0,1900.0,Stonnington,-37.8574,145.016,Southern Metropolitan,4836.0,27,11,2016,15.103364846270912
Armadale,4,h,VB,Kay,6.3,3143.0,4.0,3.0,3.0,563.0,333.0,2000.0,Stonnington,-37.8582,145.0138,Southern Metropolitan,4836.0,27,11,2016,15.250595083253597
Armadale,3,t,S,Jellis,6.3,3143.0,3.0,1.0,2.0,103.0,3.0,2000.0,Stonnington,-37.8542,145.0135,Southern Metropolitan,4836.0,27,11,2016,13.911729415704817
Armadale,3,h,S,Marshall,6.3,3143.0,3.0,2.0,2.0,617.0,285.0,1998.0,Stonnington,-37.8557,145.0264,Southern Metropolitan,4836.0,27,11,2016,15.071838592624138
